Timestamp PC,Voltage (V),Current (A),Label
2025-07-09 08:03:29.207,205.07,0.06000000,2
2025-07-09 08:03:29.466,205.07,0.00000000,2
2025-07-09 08:03:29.735,300.00,0.07000000,2
2025-07-09 08:03:29.955,206.43,0.05000000,2
2025-07-09 08:03:30.243,254.93,0.07000000,2
2025-07-09 08:03:30.523,135.92,0.00000000,2
2025-07-09 08:03:30.725,304.27,0.08000000,2
2025-07-09 08:03:30.955,181.61,0.07000000,2
2025-07-09 08:03:31.248,167.35,0.00000000,2
2025-07-09 08:03:31.483,167.35,0.00000000,2
2025-07-09 08:03:31.760,129.56,0.02000000,2
2025-07-09 08:03:32.016,328.03,0.06000000,2
2025-07-09 08:03:32.341,205.07,0.06000000,2
2025-07-09 08:03:32.572,129.56,0.00000000,2
2025-07-09 08:03:32.800,300.00,0.07000000,2
2025-07-09 08:03:33.027,173.13,0.04000000,2
2025-07-09 08:03:33.277,176.28,0.08000000,2
2025-07-09 08:03:33.562,205.07,0.06000000,2
2025-07-09 08:03:33.843,181.61,0.00000000,2
2025-07-09 08:03:34.117,161.88,0.00000000,2
2025-07-09 08:03:34.438,328.03,0.06000000,2
2025-07-09 08:03:34.675,181.61,0.00000000,2
2025-07-09 08:03:35.001,205.19,0.07000000,2
2025-07-09 08:03:35.310,205.07,0.03000000,2
2025-07-09 08:03:35.571,205.19,0.00000000,2
2025-07-09 08:03:35.883,178.98,0.00000000,2
2025-07-09 08:03:36.154,183.85,0.06000000,2
2025-07-09 08:03:36.392,321.30,0.06000000,2
2025-07-09 08:03:36.612,176.16,0.00000000,2
2025-07-09 08:03:36.821,178.92,0.00000000,2
2025-07-09 08:03:37.039,159.73,0.00000000,2
2025-07-09 08:03:37.269,129.56,0.00000000,2
2025-07-09 08:03:37.582,205.07,0.06000000,2
2025-07-09 08:03:37.842,167.35,0.00000000,2
2025-07-09 08:03:38.103,176.28,0.07000000,2
2025-07-09 08:03:38.306,206.43,0.06000000,2
2025-07-09 08:03:38.584,300.00,0.06000000,2
2025-07-09 08:03:38.909,135.92,0.00000000,2
2025-07-09 08:03:39.126,185.29,0.07000000,2
2025-07-09 08:03:39.424,205.07,0.06000000,2
2025-07-09 08:03:39.641,176.28,0.06000000,2
2025-07-09 08:03:39.876,170.94,0.06000000,2
2025-07-09 08:03:40.163,129.56,0.00000000,2
2025-07-09 08:03:40.383,178.92,0.07000000,2
2025-07-09 08:03:40.686,205.19,0.07000000,2
2025-07-09 08:03:40.905,304.27,0.06000000,2
2025-07-09 08:03:41.121,205.19,0.08000000,2
2025-07-09 08:03:41.413,177.39,0.00000000,2
2025-07-09 08:03:41.706,309.55,0.07000000,2
2025-07-09 08:03:41.953,176.28,0.00000000,2
2025-07-09 08:03:42.166,205.07,0.00000000,2
2025-07-09 08:03:42.456,205.19,0.07000000,2
2025-07-09 08:03:42.692,309.55,0.12000000,2
2025-07-09 08:03:42.982,206.43,0.06000000,2
2025-07-09 08:03:43.232,304.27,0.06000000,2
2025-07-09 08:03:43.487,206.43,0.00000000,2
2025-07-09 08:03:43.814,300.00,0.08000000,2
2025-07-09 08:03:44.096,206.43,0.06000000,2
2025-07-09 08:03:44.297,174.13,0.06000000,2
2025-07-09 08:03:44.606,179.91,0.08000000,2
2025-07-09 08:03:44.934,135.92,0.00000000,2
2025-07-09 08:03:45.187,133.07,0.00000000,2
2025-07-09 08:03:45.443,178.79,0.06000000,2
2025-07-09 08:03:45.692,203.99,0.06000000,2
2025-07-09 08:03:45.953,179.91,0.07000000,2
2025-07-09 08:03:46.236,175.99,0.07000000,2
2025-07-09 08:03:46.568,175.61,0.00000000,2
2025-07-09 08:03:46.780,333.06,0.06000000,2
2025-07-09 08:03:47.033,206.43,0.06000000,2
2025-07-09 08:03:47.319,205.19,0.08000000,2
2025-07-09 08:03:47.568,165.85,0.00000000,2
2025-07-09 08:03:47.887,178.92,0.00000000,2
2025-07-09 08:03:48.093,205.07,0.00000000,2
2025-07-09 08:03:48.379,175.99,0.08000000,2
2025-07-09 08:03:48.677,159.73,0.00000000,2
2025-07-09 08:03:48.943,300.00,0.07000000,2
2025-07-09 08:03:49.199,179.91,0.07000000,2
2025-07-09 08:03:49.434,328.03,0.06000000,2
2025-07-09 08:03:49.643,302.45,0.09000000,2
2025-07-09 08:03:49.852,300.00,0.06000000,2
2025-07-09 08:03:50.137,175.99,0.08000000,2
2025-07-09 08:03:50.460,205.07,0.00000000,2
2025-07-09 08:03:50.754,205.07,0.00000000,2
2025-07-09 08:03:50.985,254.93,0.07000000,2
2025-07-09 08:03:51.258,133.07,0.00000000,2
2025-07-09 08:03:51.517,176.16,0.00000000,2
2025-07-09 08:03:51.803,178.92,0.00000000,2
2025-07-09 08:03:52.098,174.13,0.00000000,2
2025-07-09 08:03:52.351,129.56,0.02000000,2
2025-07-09 08:03:52.590,171.69,0.07000000,2
2025-07-09 08:03:52.917,135.92,0.00000000,2
2025-07-09 08:03:53.173,328.03,0.06000000,2
2025-07-09 08:03:53.377,176.16,0.00000000,2
2025-07-09 08:03:53.626,306.16,0.06000000,2
2025-07-09 08:03:53.871,205.07,0.06000000,2
2025-07-09 08:03:54.146,161.88,0.00000000,2
2025-07-09 08:03:54.388,205.07,0.06000000,2
2025-07-09 08:03:54.678,178.92,0.00000000,2
2025-07-09 08:03:54.927,328.03,0.06000000,2
2025-07-09 08:03:55.201,172.56,0.00000000,2
2025-07-09 08:03:55.516,135.92,0.00000000,2
2025-07-09 08:03:55.760,205.07,0.00000000,2
2025-07-09 08:03:56.000,170.94,0.00000000,2
2025-07-09 08:03:56.257,173.03,0.00000000,2
2025-07-09 08:03:56.512,178.79,0.07000000,2
2025-07-09 08:03:56.720,205.07,0.00000000,2
2025-07-09 08:03:57.022,133.07,0.00000000,2
2025-07-09 08:03:57.327,170.94,0.00000000,2
2025-07-09 08:03:57.619,205.07,0.00000000,2
2025-07-09 08:03:57.839,205.07,0.06000000,2
2025-07-09 08:03:58.164,206.43,0.06000000,2
2025-07-09 08:03:58.414,135.92,0.02000000,2
2025-07-09 08:03:58.646,159.73,0.00000000,2
2025-07-09 08:03:58.863,159.73,0.00000000,2
2025-07-09 08:03:59.136,205.07,0.06000000,2
2025-07-09 08:03:59.344,133.07,0.00000000,2
2025-07-09 08:03:59.555,175.99,0.10000000,2
2025-07-09 08:03:59.809,177.39,0.06000000,2
2025-07-09 08:04:00.082,300.00,0.07000000,2
2025-07-09 08:04:00.410,205.07,0.06000000,2
2025-07-09 08:04:00.694,205.07,0.00000000,2
2025-07-09 08:04:00.984,205.07,0.06000000,2
2025-07-09 08:04:01.243,135.92,0.00000000,2
2025-07-09 08:04:01.445,205.07,0.00000000,2
2025-07-09 08:04:01.749,321.11,0.06000000,2
2025-07-09 08:04:02.019,205.19,0.08000000,2
2025-07-09 08:04:02.325,325.00,0.06000000,2
2025-07-09 08:04:02.537,133.07,0.00000000,2
2025-07-09 08:04:02.830,176.16,0.00000000,2
2025-07-09 08:04:03.133,205.07,0.04000000,2
2025-07-09 08:04:03.365,306.62,0.10000000,2
2025-07-09 08:04:03.648,328.03,0.06000000,2
2025-07-09 08:04:03.851,178.92,0.00000000,2
2025-07-09 08:04:04.109,300.00,0.08000000,2
2025-07-09 08:04:04.349,205.07,0.06000000,2
2025-07-09 08:04:04.660,172.56,0.00000000,2
2025-07-09 08:04:04.893,172.56,0.00000000,2
2025-07-09 08:04:05.184,205.07,0.00000000,2
2025-07-09 08:04:05.387,178.92,0.10000000,2
2025-07-09 08:04:05.707,304.27,0.06000000,2
2025-07-09 08:04:05.920,176.28,0.08000000,2
2025-07-09 08:04:06.249,167.35,0.00000000,2
2025-07-09 08:04:06.557,309.96,0.07000000,2
2025-07-09 08:04:06.807,129.56,0.00000000,2
2025-07-09 08:04:07.092,133.07,0.02000000,2
2025-07-09 08:04:07.339,178.92,0.00000000,2
2025-07-09 08:04:07.553,205.07,0.05000000,2
2025-07-09 08:04:07.833,175.99,0.07000000,2
2025-07-09 08:04:08.147,165.85,0.02000000,2
2025-07-09 08:04:08.424,159.73,0.00000000,2
2025-07-09 08:04:08.733,175.99,0.07000000,2
2025-07-09 08:04:08.997,159.73,0.00000000,2
2025-07-09 08:04:09.299,306.16,0.06000000,2
2025-07-09 08:04:09.616,176.16,0.00000000,2
2025-07-09 08:04:09.864,206.43,0.06000000,2
2025-07-09 08:04:10.119,300.00,0.07000000,2
2025-07-09 08:04:10.319,205.07,0.00000000,2
2025-07-09 08:04:10.636,179.91,0.08000000,2
2025-07-09 08:04:10.957,174.13,0.06000000,2
2025-07-09 08:04:11.232,135.92,0.00000000,2
2025-07-09 08:04:11.432,300.00,0.07000000,2
2025-07-09 08:04:11.633,205.07,0.00000000,2
2025-07-09 08:04:11.936,174.13,0.00000000,2
2025-07-09 08:04:12.256,205.07,0.06000000,2
2025-07-09 08:04:12.464,129.56,0.00000000,2
2025-07-09 08:04:12.795,178.92,0.00000000,2
2025-07-09 08:04:13.117,176.16,0.02000000,2
2025-07-09 08:04:13.430,167.35,0.00000000,2
2025-07-09 08:04:13.739,133.07,0.00000000,2
2025-07-09 08:04:14.019,206.43,0.06000000,2
2025-07-09 08:04:14.329,205.07,0.06000000,2
2025-07-09 08:04:14.623,133.07,0.00000000,2
2025-07-09 08:04:14.826,159.73,0.00000000,2
2025-07-09 08:04:15.110,174.13,0.07000000,2
2025-07-09 08:04:15.325,161.88,0.00000000,2
2025-07-09 08:04:15.565,205.07,0.06000000,2
2025-07-09 08:04:15.784,176.16,0.00000000,2
2025-07-09 08:04:16.021,178.92,0.00000000,2
2025-07-09 08:04:16.341,302.50,0.06000000,2
2025-07-09 08:04:16.631,133.07,0.00000000,2
2025-07-09 08:04:16.906,302.50,0.06000000,2
2025-07-09 08:04:17.236,167.35,0.00000000,2
2025-07-09 08:04:17.481,205.07,0.00000000,2
2025-07-09 08:04:17.686,133.07,0.00000000,2
2025-07-09 08:04:17.917,173.03,0.00000000,2
2025-07-09 08:04:18.153,135.92,0.00000000,2
2025-07-09 08:04:18.369,307.30,0.07000000,2
2025-07-09 08:04:18.673,205.07,0.00000000,2
2025-07-09 08:04:18.893,205.19,0.00000000,2
2025-07-09 08:04:19.122,171.69,0.08000000,2
2025-07-09 08:04:19.429,174.53,0.00000000,2
2025-07-09 08:04:19.639,205.07,0.06000000,2
2025-07-09 08:04:19.852,133.07,0.00000000,2
2025-07-09 08:04:20.071,167.35,0.00000000,2
2025-07-09 08:04:20.311,205.07,0.02000000,2
2025-07-09 08:04:20.569,135.92,0.00000000,2
2025-07-09 08:04:20.897,205.07,0.06000000,2
2025-07-09 08:04:21.154,302.45,0.05000000,2
2025-07-09 08:04:21.480,300.00,0.08000000,2
2025-07-09 08:04:21.699,176.16,0.00000000,2
